,Unnamed: 0,Experiment,chatter_presence,med,std,rms,curtose,distortion,amplitude,sra,crest,impulse,margin,max,freq_max,freq_sec_highest,fft_mean,cluster
10,10,i_570_002_split_0,1,0.0055066003334603,0.0021763354756418,0.0059209687585834,-0.3413277544116986,2827.549625032097,0.015721797776675,0.0052649694674738,2.209225447000494,2.373210480244213,2.484488264019048,0.0130807548523575,119.67234097045682,1834.1226161568409,0.1800093191450786,0
11,11,c_770_002_2_split_0,0,0.0054788568190745,0.0086285367644799,0.0102207418069638,8.492365577185451,1795.9912804506075,0.1259532022978192,0.0064577217027513,6.215785119127095,8.296980531848593,9.837824817241374,0.0635299348301659,1071.7785644312094,1259.5748085067655,1.285481685704482,1
12,12,s_425_010_split_2,2,0.0054737582475575,0.0021522738991997,0.0058816803769693,-0.8047291881728356,7947.884940762433,0.0147646731266423,0.0052365359542138,2.224021936478859,2.389197293471098,2.498022795243266,0.0130809861817371,-4314.365485124493,-4157.5667395127,0.3512402130801222,0
13,13,s_320_015_split_1,2,0.0054968853659757,0.0020470050117764,0.0058656577634935,-1.0603063215972963,15073.93766002758,0.0139971204880496,0.0052901797842449,2.225051103522519,2.374291811388051,2.467097303274264,0.0130513882795467,4354.145879685971,4963.633414159536,0.4081979096861293,1
14,14,i_425_020_split_2,1,0.0055098388190376,0.0034187270131132,0.0064842420419247,0.881422053822257,4439.064914845626,0.0294187922843468,0.0051973026020655,3.083890652520019,3.5139536928879727,3.847513787983325,0.019996693421769,-3011.1598512357464,-2569.565739152289,0.2055261740048875,0
15,15,c_425_020_split_3,0,0.0054860643698585,0.0056745248442343,0.0078926901915308,5.062982220576961,2066.730643617653,0.0839774503061662,0.0058586613948575,5.403353039958476,6.470215176828275,7.279306426087761,0.0426469915398588,-715.185696287741,-905.3818923642629,0.6258245178663142,0
16,16,c_770_010_split_3,0,0.0054299384038057,0.0354440976266662,0.035857331009054,-0.2423136413236615,4845.00781677422,0.3436638409597427,0.025069328455751,5.158851673384884,6.331270727538758,7.3788435300802035,0.184982652079174,-845.3566185830042,-783.316866741316,5.176962146269486,0
17,17,i_425_025_split_0,1,0.0055188237183885,0.0021619792020824,0.0059271259105803,-0.4675864819936164,3303.0951110344126,0.0155353613621221,0.0052795331216003,2.3925153584674206,2.5684899006408823,2.685983674316853,0.0141807397726336,612.375504975789,1349.146034149795,0.1833899575978961,1
18,18,i_770_001_split_1,1,0.0054965418345919,0.0056305308620273,0.0078685273535922,0.4228918368637022,4740.391160733324,0.0484992314560681,0.0055568059940106,3.537003375743827,4.319542123149333,5.008454108670666,0.0278310078117884,3886.721006933441,3913.6541008615577,1.4691289250068815,1
19,19,s_425_005_split_0,2,0.0054849503829462,0.0021715157893417,0.005899153383002,-0.5563986064396156,7331.572182952436,0.0183523897044497,0.0052436260777923,2.4109846779677957,2.5910115940255016,2.712391808339584,0.0142227684193998,2281.261749931579,273.5978112205779,0.2871016183196532,1
20,20,s_320_020_2_split_1,2,0.0055060624464501,0.0019764546197954,0.0058500470280645,-1.193139531114609,15870.541006404188,0.0105565579744991,0.0053179325212125,1.8302336685969527,1.94457530000268,2.0133675993312243,0.0107069530336392,3935.8994491959897,3627.6336959086143,0.245631222010789,1
21,21,i_570_005_split_1,1,0.0054775151221343,0.0025748999001561,0.0060524432340646,0.1134639693835524,2694.0028107931867,0.020970253925908,0.0051732034865798,2.7431965469519963,3.01264374502544,3.209431336575112,0.016603041380309,2623.422929243635,4757.268239177297,0.1668783669789449,1
22,22,s_425_017_split_0,2,0.0054882954242164,0.0022204940677463,0.0059203381054677,-0.6905946605967541,2845.877961333525,0.0124484827351161,0.0052293699282299,1.9634066805183867,2.1173257363307383,2.222835933723554,0.011624031387203,712.7429805632162,693.5445164403013,0.1541981639815035,1
23,23,s_570_002_split_1,2,0.0054967020192542,0.0026086282424326,0.0060839991036866,-0.2520489576042677,1903.230723685268,0.015713516027863,0.0051675620835122,2.272011611784775,2.503538724509475,2.6749396303854898,0.0138229166096643,3546.1938408294886,3612.851619792449,0.1179747740295877,1
24,24,c_770_001_split_3,0,0.0054784846399627,0.0195425455232559,0.0202951798856772,-0.3686767764705299,3597.781857733179,0.125370083367095,0.0139177903745257,3.1063650068577675,3.8446985450713,4.529759028426202,0.0630442366047514,-908.7818243656308,-1414.1717165689645,1.097880900008742,0
25,25,i_425_025_split_3,1,0.0055106286245896,0.0031334618123933,0.0063390882463179,4.089519270216001,1930.8865900117632,0.0422968800489046,0.0052887902693512,4.088853928296416,4.566355999319473,4.900857201311248,0.0259196058777747,-612.375504975789,-1349.146034149795,0.1613651292908801,0
26,26,s_320_040_split_3,2,0.0054936242924521,0.0026069132723353,0.0060807768785453,-0.2384730805428518,9786.055725597522,0.0282190987555423,0.0051573553346177,3.5211656075200524,3.884327567652024,4.151628309962888,0.021411422411737,-1171.9343748777314,-1124.6923690713177,0.7763245708777117,0
27,27,s_425_020_split_3,2,0.0055152532317762,0.0023485982090855,0.0059943445568304,-0.480349290552291,2281.3597750039985,0.0165192537930846,0.0052292034499932,2.448016889464977,2.65764530556781,2.806212620473312,0.0146742567163935,-119.99040076821822,-707.143428527366,0.1277456806588502,0
28,28,c_770_010_split_2,0,0.00544070472394,0.0306638920931717,0.03114258341574,-0.24499088526214,6045.795576101164,0.2522902468025276,0.0218860942994447,4.134539543737744,5.056169281732242,5.883198750075547,0.1287602426265286,-4018.2639269893466,-3489.94604025497,6.726847503902405,0
29,29,c_425_025_split_0,0,0.0054944632800673,0.0092148683932059,0.0107284624802505,1.4460577175796026,4356.2114082116,0.0783717959115829,0.0071046842914327,3.8488469286062665,4.917168305703608,5.8119697050539685,0.0412922098657798,918.658500815467,911.7252291111994,1.26134217563304,1
30,30,s_425_010_split_0,2,0.0055011778002981,0.0022358981092454,0.0059381847036656,-0.321913705687785,6036.046250445494,0.0220602651707202,0.0052500146805043,2.9283285949484514,3.156697176861389,3.312172846754573,0.0173889560698295,295.7576339422446,696.5544275723894,0.2769777413766436,1
31,31,s_320_050_2_split_3,2,0.0054976409293693,0.002203870860183,0.0059229247670401,-1.0202724063631623,12963.109708319664,0.0176369715445331,0.0052540399655852,2.1125573777616795,2.2754754469379903,2.381504232266394,0.012512518414538,-360.198799338175,-149.1661694464495,0.3935700873681452,0
32,32,s_320_045_split_2,2,0.0054831149507077,0.0022358759957567,0.005921456834086,-1.025227874927103,16621.852725208686,0.0134948509439487,0.0052291921162425,2.1270011128657416,2.2969482321228587,2.408583390303439,0.0125949452758875,-3075.2538494994683,-3314.593370820983,0.6175416514265413,0
33,33,i_320_005_split_0,1,0.0055266843083529,0.0045443240307992,0.0071548456816851,3.92617948354037,1743.699510456288,0.0502603161981589,0.0056011099253409,4.526787314913542,5.275152702528606,5.782508307055695,0.0323884646720163,897.9640814388354,954.761809529844,0.5737626764271061,1
34,34,s_320_015_split_2,2,0.0054786753790156,0.0020803922235093,0.0058603649409296,-1.0736411799531698,16114.038703662274,0.013006797411967,0.0052641998067829,2.0814380826147447,2.226430092597297,2.317158773182216,0.0121979867660712,-4354.145879685971,-4963.633414159536,0.4081979096861293,0
35,35,s_425_020_split_1,2,0.0055216124657128,0.0022183834692281,0.0059504499532381,-0.5893299379336918,2756.294750600072,0.0139805295363931,0.0052660203451895,2.0268131529731845,2.182444301064943,2.290239961254398,0.0120604502313317,3205.3435725216696,4745.22038238047,0.0656987427635977,1
36,36,c_570_001_split_0,0,0.0055055892495049,0.0090590980232688,0.0106007305135297,1.3362058353704134,3878.34242907533,0.0843736334531395,0.0070234407930082,4.075568731043242,5.195365157023535,6.15140172465992,0.0432040058071577,1009.7899021123012,911.6908831013913,1.253011799896449,1
37,37,i_570_002_split_2,1,0.0055095963653905,0.0030547587372933,0.0062995884010508,3.357106336086362,1870.5783367978468,0.0332819145576816,0.0053235496927082,3.336341651703083,3.7000414485858366,3.948038505172579,0.0210175791710117,-3556.252399854698,-2893.254831697515,0.1109303739951867,0
38,38,c_320_005_split_3,0,0.0054506612471254,0.0051619003392484,0.0075069510528415,9.135105047816976,2625.689141272426,0.1089272265281799,0.0055501212107363,7.96032831042357,9.664245516897644,10.76693512121896,0.059757794990899,-1038.5083513832697,-965.8230524419512,1.3879340865401215,0
39,39,s_570_005_split_3,2,0.0055032987967735,0.0027244783068221,0.0061405301544814,0.3901222536718443,1739.618983692453,0.0230367396926437,0.0051839888863586,2.8694555995668485,3.171582659557394,3.398922918691388,0.0176199786360859,-2330.7669233131014,-1480.8519148119703,0.1452968052991546,0
40,40,s_425_017_split_1,2,0.005540335326718,0.002149927206139,0.0059427286177596,-0.8123438852431519,2884.0169562758265,0.0114117930941058,0.0053017205795889,1.9371635432179424,2.0778592894992403,2.171377584454784,0.011512037225562,4403.647708193609,4756.4194864521705,0.0649676985051131,1
41,41,s_570_002_split_0,2,0.0054791219554934,0.0034627756984616,0.0064811419710039,4.539231133673107,1121.1474322380054,0.038964694464625,0.0052496269312354,3.8479815677568983,4.374358237595383,4.750683271233865,0.0249393148424389,1354.4860685273536,707.9056125866385,0.1709093576357933,1
42,42,s_320_050_split_0,2,0.0055014536449782,0.002112835606501,0.0058932099625023,-0.8862041097399613,8752.097030558185,0.0131793462887924,0.0052774345604453,2.019721501716755,2.1633878273275737,2.255384266554122,0.0119026428753973,1818.705450360636,2235.822113428303,0.318096784531133,1
43,43,c_770_002_split_1,0,0.0054548658595611,0.0208394372716959,0.0215404592318239,0.3208469945445804,2848.349007763948,0.1438341644902951,0.0140013905386871,3.397229998278966,4.352804697071038,5.226473333263584,0.0731778942790575,3812.9649876092167,3741.500226669342,2.7061191168652186,1
44,44,s_320_005_split_0,2,0.0054795377584343,0.0024219830216578,0.0059909280153927,1.4003739137494078,4771.732106985104,0.0388305569000992,0.0052326499748172,4.685090068997488,5.092102189129109,5.364019661944876,0.0280680373489953,682.3965880428939,125.89937050791374,0.3894857156310759,1
45,45,i_320_005_split_1,1,0.0055000545440155,0.007433889738033,0.0092468629593888,3.344325269931617,1615.158499012668,0.0743823788235712,0.0064944062874098,4.885331834874848,6.120263926177698,6.955831216750693,0.0451739939882274,4809.407623706261,3431.462741498338,0.4543217678798235,1
46,46,s_425_005_split_2,2,0.0054944126139499,0.0021567100380109,0.0059025265196903,-0.5793467855675134,7686.341704976799,0.0165908551551073,0.005258319071659,2.2996861595784246,2.468880010375459,2.5814254249112527,0.0135739585438764,-4146.526827831869,-4689.1624867526825,0.3471258429512128,0
47,47,i_320_010_split_1,1,0.0055006428682516,0.0023814611582912,0.0059939949536112,-0.2666929629477343,3983.587097789472,0.019709550831634,0.0052208984919309,2.8057172019440832,3.051784464511673,3.2211801810943026,0.0168174547497132,3661.526769473144,4636.307273865328,0.3918890665156446,1
48,48,s_320_045_split_3,2,0.0054946394025033,0.0023616566937164,0.0059806721932521,-0.7198852640465221,14734.41549434548,0.0180696608487303,0.0052050597056516,2.3994521430702656,2.6098657054992604,2.756997522145239,0.0143503367110995,-1271.6574566880504,-700.9985980044377,0.5919966124709828,0
49,49,i_320_010_split_2,1,0.0054913420216788,0.0029987605036882,0.0062567309637199,0.2800698163476394,3384.8261177310665,0.0285417969455271,0.0051212724386663,3.301636021867906,3.7127340943176055,4.033655419888872,0.0206574483289541,-3661.526769473144,-4636.307273865328,0.3918890665156446,0
50,50,i_570_010_split_0,1,0.0054688092123642,0.0022543609979793,0.0059150986420154,-0.4909375752271265,2709.645173656426,0.0140152754154153,0.0052036414172857,2.061989791507424,2.227471921451541,2.343911126366047,0.0121968730155953,980.7215422789036,887.1290296796934,0.2182155656595431,1
51,51,i_570_002_split_3,1,0.0054984728645226,0.0036212684715408,0.0065835728819655,3.45129733209,1943.5053854969333,0.0363702728165134,0.0053659031279436,3.211487554160166,3.6398125417842153,3.940261661123448,0.0211430623723389,-119.67234097045682,-1834.1226161568409,0.1580311777685157,0
52,52,c_770_002_2_split_1,0,0.0054638559473576,0.0163109048841146,0.0172011062522925,1.8452690397900435,2413.0466107749016,0.1620734935273743,0.0106491406154627,4.792956986557318,6.350702241174508,7.741860621948256,0.0796293311389338,3909.32181357284,3782.524349521825,2.2192862066774097,1
53,53,c_570_010_split_0,0,0.0054832406141819,0.0119675461738342,0.0131636757935828,1.4153401817768216,3071.869504410455,0.1395867541723914,0.0083275512745352,5.459401666395034,7.145146011108168,8.629883046547906,0.0677209606090212,980.3901961090316,1196.0880391330195,1.4940869988127068,1
54,54,c_770_005_split_2,0,0.0054092832528081,0.0408123654749461,0.0411689192161852,0.7546960932384765,4934.485484219058,0.3957328018468116,0.0270486991353331,4.807009046517996,6.157003250139903,7.316409788042612,0.1978334347392405,-3859.227292315001,-3810.3386207092,12.481368910050069,0
55,55,c_570_001_split_3,0,0.0054741053735844,0.0135766547991722,0.0146384429552726,0.3786567815474981,4174.763389100886,0.1165535468780203,0.0097481014334844,4.175867218003654,5.2771887910561714,6.270779441170564,0.0554253528184809,-1009.7899021123012,-911.6908831013913,1.2311066041603125,0
56,56,c_770_002_2_split_3,0,0.0055053808010636,0.0051457374290038,0.0075356295797946,1.545194733255797,2786.933345508842,0.0514212528059213,0.0055578310577903,4.009119741177264,4.792065250762684,5.435796985625741,0.0302112413105541,-1071.7785644312094,-1259.5748085067655,1.263643344510678,0
57,57,s_320_010_split_3,2,0.0054852386809508,0.0020279824124104,0.0058481100830558,-0.9944677622429832,6789.200796708383,0.0150482386807715,0.0052828578161444,2.328650146154062,2.4825405436299097,2.5778097525198715,0.013618202399633,-120.19879801230002,-64.49935500660025,0.2028937355920266,0
58,58,i_770_001_split_3,1,0.0055174124386039,0.0085309332618952,0.0101595312252201,0.834378218669221,4254.341883665112,0.0818026251379417,0.0068102347468526,4.110924399707369,5.178433976310972,6.132690921212109,0.0400375603345952,-1098.6569008301087,-946.7471400276283,0.8465975431256689,0
59,59,i_570_005_split_2,1,0.005490350688997,0.0036608046733338,0.0065987113210206,0.8909278719238776,2356.5551544921227,0.0303002252345239,0.0052344578120516,3.1353475177493006,3.5927008308078703,3.952511206236448,0.0206892531607062,-2623.422929243635,-4757.268239177297,0.1668698111012083,0
60,60,i_570_010_split_1,1,0.0054651638828199,0.0026419707609447,0.0060700734892359,0.1816329824368301,2103.0184760337606,0.0219370452189552,0.0051755939233723,2.6551648615532915,2.921190975580018,3.114047600002584,0.0161170458356656,2668.586513085173,4837.213022969438,0.1328513153408626,1
61,61,s_320_030_split_0,2,0.0054876427880574,0.0021687475005137,0.0059006483934291,-0.8305751154931267,14417.002959526088,0.0185976922506781,0.0052530221810763,2.452287074195319,2.636199621403436,2.7546207279887733,0.0144700837845778,1181.9976360074827,695.9386081244057,0.8138050860663725,1
62,62,c_570_005_split_3,0,0.0054972470521395,0.0085531147584223,0.0101663273824859,3.705285487067729,1092.4208641469288,0.1034193246597999,0.0067306145082758,5.344262330351755,6.890815177903445,8.072297173079573,0.0543315204682433,-962.111846404867,-925.0236346386932,0.539782400508072,0
63,63,c_570_010_split_1,0,0.0055088565962943,0.0117849870049846,0.0130087610582039,1.4906594448793324,3507.705494926785,0.1196182231188429,0.0082319129717156,4.689419846189194,6.1347911126520165,7.410615550757118,0.058614680838168,3904.06095943418,3826.761732425583,1.526886303222024,1
64,64,i_425_025_split_1,1,0.0055127045448315,0.0022627111210158,0.0059589389859198,-0.4013592720375936,3478.4015951289,0.0154410875274732,0.0052565025676996,2.271856468333993,2.452551810300413,2.575448961588546,0.0135378540795697,2905.48378062974,3864.245430157477,0.1589452195856093,1
65,65,i_320_010_split_0,1,0.0054944206008813,0.0021383713838935,0.0058958395613799,-0.8282530595624111,4661.343747887865,0.0163990140225237,0.0052694655870107,2.398067102748955,2.572455912794409,2.683121971625118,0.0141386188952311,1928.5614287759192,1780.364392716295,0.1684658784878975,1
66,66,s_320_005_split_2,2,0.0054772405084807,0.0021653152567337,0.005889707970433,-0.4587060581696569,8145.613949875085,0.0202129879438828,0.005246315224356,2.744912179009195,2.948066778360985,3.081540175816168,0.0161667311388493,-3268.683656705462,-2926.8853656839774,0.4186154251448106,0
67,67,s_320_050_split_1,2,0.0054936420863688,0.0023806964868866,0.0059872896847316,-0.516469379602702,7715.1954438066205,0.0162582439266453,0.0052063381828835,2.291087106217331,2.4950125361941367,2.634750512937136,0.0137174021978766,4615.483076146147,2931.256549954432,0.2958239503424273,1
68,68,s_425_017_split_2,2,0.0054953690110468,0.0022295977827364,0.0059303116348426,-0.6616995453929562,2852.99475688797,0.0126188580640673,0.0052337952599021,1.95820169253779,2.1122813019200013,2.218800259458856,0.0116127462806255,-4403.647708193609,-4756.4194864521705,0.0649676985051131,0
69,69,c_570_010_split_2,0,0.0054875105223138,0.0147896388394392,0.0157745820672648,0.1781147240497369,3781.6491498428745,0.1264590051370425,0.0102668927827009,4.179621760519335,5.345249642407937,6.421785818444416,0.0659317864714384,-3904.06095943418,-3826.761732425583,1.5268863032220243,0
70,70,s_320_040_split_2,2,0.0054727962690427,0.0025761416453406,0.0060487973096262,-0.2451043701827848,8579.550243213736,0.0330239579324534,0.005143946687986,4.016268962490146,4.423494103629897,4.722754407969435,0.0242935968950458,-3125.761840508673,-3923.907528624874,0.7473192101142,0
71,71,c_770_005_split_0,0,0.0054572652654035,0.0406428754947166,0.0410072640769224,2.189605261223714,3806.8079807217487,0.4696457460763236,0.0244627124643141,6.228082585069017,8.479188921626397,10.440241556670214,0.2553966272588071,945.8624628315024,845.8629072741827,6.050340106343832,1
72,72,c_425_025_split_1,0,0.0054544465501332,0.012788157902865,0.0139025952637844,-0.4929495579329006,5491.944624623283,0.0745130159409752,0.0095565671319601,3.053149939721695,3.764349931336595,4.441627135087382,0.0424467078915986,3886.365454538351,3742.8111750205007,1.1579819416061885,1
73,73,s_320_040_split_0,2,0.0054878118255321,0.0026103292219451,0.0060769926691044,0.0501133953378047,9228.717839261402,0.0341432958423106,0.0051648358368775,3.733806223874025,4.112980037623234,4.393230252998043,0.022690313050339,1171.9343748777314,1124.6923690713177,0.7982632387901287,1
74,74,s_320_050_2_split_0,2,0.005498953495698,0.0022078549586888,0.0059256263864964,-0.7380459124931842,9110.291842664345,0.0310512766715179,0.0052550562886597,3.005903789008073,3.2372557183412134,3.389471364151395,0.017811862807416,360.198799338175,149.1661694464495,0.4155321937678254,1
75,75,c_425_025_split_2,0,0.0054597816148904,0.0129363686889592,0.0140411146256179,-0.6494572852514473,5461.047611127382,0.0770297719063695,0.0098468126929688,3.0704179970876635,3.74791030871623,4.37827877811189,0.0431120910456682,-3886.365454538351,-3742.8111750205007,1.1579819416061885,0
76,76,s_425_005_split_3,2,0.0054967766487026,0.0021869886370722,0.0059158532580675,-0.5362294742748386,7214.593147847802,0.0188734834705217,0.0052559484099113,2.4500302762125385,2.634587869642373,2.757641145138344,0.0144940195918961,-2281.261749931579,-273.5978112205779,0.2651438499968122,0
77,77,s_425_005_split_1,2,0.0054906404106159,0.0021721218719704,0.0059046671850115,-0.5503297006148835,7372.836484110192,0.0174580909071668,0.0052494165967792,2.3974550055925787,2.575894393828449,2.6967137467713007,0.0141561738990641,4146.526827831869,4689.1624867526825,0.3471258429512128,1
78,78,c_320_005_split_1,0,0.0054413732305535,0.0120468255532009,0.0132185941528435,2.960988753938992,3338.3625396964208,0.1490524865673997,0.0079368791976589,6.262687960934499,8.537180007849368,10.430287320728077,0.0827839304614927,4660.259084244665,3925.006142831188,1.6552038881612765,1
79,79,i_770_001_split_0,1,0.0054912620158531,0.0046183983941949,0.0071751518377875,0.552735006813164,4654.876495255809,0.0429749943233088,0.0052864447123457,3.602015941025118,4.299265118257072,4.888921137987016,0.0258450112989866,1098.6569008301087,946.7471400276283,0.868581734898519,1
80,80,i_570_005_split_0,1,0.0054908310622826,0.0022291053511532,0.0059259790635636,-0.3073980086418144,3483.176791280789,0.015198440638073,0.0052401094413464,2.122264638991892,2.286587021214572,2.400044495020296,0.0125764958180074,905.5586030374004,256.44541963855704,0.274062561449249,1
81,81,s_570_002_split_2,2,0.0054774714078122,0.0026955793941367,0.0061045037484154,-0.0846075076368619,1647.2636187052794,0.0206660505261169,0.0051357430459448,2.623848441816826,2.902350412683431,3.1187877791105745,0.0160172926483448,-3546.1938408294886,-3612.851619792449,0.1179747740295877,0
82,82,i_570_005_split_3,1,0.0054977012959855,0.0055099743726162,0.0077832503410233,1.5297741774730618,1779.3785768510877,0.0569393274936213,0.005678456716751,4.149548578384973,4.991766862797492,5.6876325732190365,0.0322969753878077,-905.5586030374004,-256.44541963855704,0.2521209437501641,0
83,83,s_320_025_split_1,2,0.0054923800490784,0.0021178502201725,0.0058865518154759,-1.0339062675934625,16160.095053336858,0.0140225661886833,0.0052692498943371,2.1877756314132326,2.3447306533357617,2.4440774063097965,0.0128784546149497,4465.351069308268,4862.430275150782,0.4659303837758559,1
84,84,s_320_020_split_2,2,0.005488167439003,0.0019214892866682,0.0058148048318469,-1.1712612524950536,8749.949153473817,0.0092243714660026,0.0053095879395518,1.8069083068037928,1.914449453279759,1.978838899124407,0.0105068191531071,-4628.853711473674,-4721.152788483119,0.1286470274897066,0
85,85,s_320_010_split_0,2,0.0054756916686689,0.0019717753191514,0.0058198747108377,0.0813613986173575,4170.67787973205,0.0305489911212084,0.0052932912468865,3.790070085536441,4.0247038547886245,4.167111162849863,0.0220577330431163,120.19879801230002,64.49935500660025,0.2248041654159829,0
86,86,s_320_025_split_2,2,0.0054845635060118,0.0022513286155261,0.0059286488206605,-0.2724701979476882,10819.378596129214,0.0258494547730414,0.0052505352474966,3.267639512838943,3.524312339712859,3.689659478692735,0.0193726871441363,-4465.351069308268,-4862.430275150782,0.4659303837758558,0
87,87,c_570_001_split_1,0,0.0054909097714943,0.0124589639596788,0.0136150528473432,0.5140854090765026,3811.9434583954503,0.1105335497928386,0.009065761025303,4.146428370715663,5.242889724766643,6.227148635117483,0.0564538413950171,3871.761282430588,3895.6610434332456,1.8190142928299091,1
88,88,s_425_020_split_0,2,0.0054903062520419,0.0022342115695901,0.0059273575263738,-0.6335378836605852,2692.7122380840897,0.0135949690198785,0.0052221609676356,2.074938669388856,2.2386182445393,2.3551367747927485,0.0122989033387661,119.99040076821822,707.143428527366,0.1497123357814632,0
89,89,s_320_025_split_3,2,0.0054829140405851,0.0021598817294416,0.0058929956847862,-0.99149962126852,15268.426431355803,0.0153138338548965,0.0052492091472088,2.315535327148074,2.4884985090345912,2.599522958255407,0.0136454396908537,-815.7583684851642,-695.8986082044055,0.4138947244449953,0
90,90,s_320_035_split_1,2,0.0054946347976642,0.0023815017850554,0.0059885319195523,-0.4944952574705241,11622.062858061565,0.0207226796703217,0.0052062637391119,2.964950951881004,3.229231085013354,3.4104502393640286,0.0177557034152465,3567.06617460584,2673.025951530542,0.5227053715823852,1
91,91,s_425_017_split_3,2,0.0055398153400331,0.0024881885892248,0.0060727798668179,-0.2675137816606363,2458.960911205071,0.0167783066716557,0.0052301768438943,2.271509476336278,2.479054113240725,2.6374590050973987,0.0137943770151811,-712.7429805632162,-693.5445164403013,0.1321819360374271,0
92,92,i_320_005_split_3,1,0.0054835055178291,0.0123584481931621,0.0135194540388455,1.86345068898287,1595.0354708796087,0.1109079297449407,0.0083408873384083,4.94672555588316,6.643485978411369,8.017975316317692,0.066877028795545,-897.9640814388354,-954.761809529844,0.5518573654728318,0
93,93,s_570_005_split_1,2,0.0055040372297245,0.0025968957544406,0.006085687786816,-0.3590050750714386,2251.311014327344,0.0153997451678558,0.005165047359141,2.2187404287223846,2.445401901292907,2.6142183392169995,0.0135025615291909,4968.503149696611,4944.505549456579,0.1180541101039866,1
94,94,s_320_050_2_split_1,2,0.0054899110823803,0.0023130825841372,0.0059572983302389,-0.7718707359993808,10254.258075568712,0.0211385485895032,0.0052171322187551,2.6705808965378948,2.8949442711555458,3.049462127588056,0.0159094471157132,4501.784994060511,4168.086106389359,0.4233744892040583,1
95,95,s_570_005_split_0,2,0.0055090222603791,0.0027963556880416,0.0061778479107193,1.3081295040225849,1650.5989013367157,0.0260538265829518,0.0052559653105189,3.0242642080450777,3.330042675628711,3.554712258420509,0.0186834443191346,2330.7669233131014,1480.8519148119703,0.1672396491678907,1
96,96,c_570_002_split_2,0,0.0054641606374732,0.012737217047232,0.013859229874479,1.0904405997377271,2421.5844993273354,0.1124981202781086,0.0088336524657579,4.221657399952225,5.502612208309896,6.623412069246808,0.0585089203572333,-3914.175183885328,-3837.5202980316776,0.9242613070991236,0
97,97,c_320_005_split_0,0,0.0054671427527391,0.0121383570801803,0.0133126253908426,2.634906391943537,3650.7711859797937,0.1398823425775078,0.0081097390130386,5.727254932148439,7.709959636073687,9.401634171822712,0.0762447994295483,1038.5083513832697,965.8230524419512,1.409706486269782,1
